gi|39933080:2131667-2131987.
gi|39933080:2131984-2132394.
gi|39933080:2132407-2132814.
gi|39933080:2132824-2133326.
gi|39933080:2133338-2133931.
gi|39933080:2134093-2134731.
gi|39933080:2136963-2137874.
gi|39933080:2137914-2138366.
gi|39933080:2141169-2145041.
gi|39933080:2128329-2129489.
gi|39933080:2120319-2120996.
gi|39933080:2121168-2122421.
gi|39933080:2118601-2119788.
AF189160.2
M64976.1
gi|6467532:61-1242.
gi|6467532:1428-2618.
gi|6467532:2866-3420.
gi|6467532:3452->3760.
RRC02401.
RRC03805.
RRC03806.
RRC04617.
ORF00001.	ORF02382	ORF00001
ORF00002.	ORF03525	ORF03202	ORF02381	ORF00987	ORF00002	ORF03036	ORF02740	ORF01534
ORF00003.	ORF01535	ORF00003
ORF00004.	ORF01536	ORF00004
ORF00005.	ORF01537	ORF00005
ORF00006.	ORF01538	ORF00006
ORF00007.	ORF01539	ORF00007
ORF00008.	ORF01540	ORF00008
ORF00009.	ORF01541	ORF00009
ORF00010.	ORF01542	ORF00010
ORF00011.	ORF03844	ORF00011
ORF00012.	ORF00012
ORF03020.	ORF03020
ORF03021.	ORF03021
ORF03022.	ORF03022
ORF03023.	ORF03023
ORF03024.	ORF03024
ORF03025.	ORF03025
ORF03026.	ORF03026
ORF03027.	ORF03027
ORF03028.	ORF03028
ORF03029.	ORF03029
ORF03030.	ORF03030
ORF03031.	ORF03031
ORF03032.	ORF03032
ORF03033.	ORF03033
ORF03034.	ORF03034
ORF03035.	ORF03035
ORF03037.	ORF03037
ORF03038.	ORF03038
ORF03039.	ORF03039
ORF03040.	ORF03040
ORF03041.	ORF03041
ORF03042.	ORF03042
ORF03043.	ORF03043
ORF03044.	ORF03044
ORF03045.	ORF03045
ORF03046.	ORF03046
ORF03047.	ORF03047	ORF03402
ORF03048.	ORF03048
ORF03049.	ORF03049
ORF03050.	ORF03050
ORF03052.	ORF03052
ORF03053.	ORF03053
ORF03054.	ORF03054
ORF03055.	ORF03055
ORF03056.	ORF03056	ORF00394	ORF00309
ORF03057.	ORF03057
ORF03058.	ORF03058
ORF03059.	ORF03059
ORF03060.	ORF03060
ORF03061.	ORF03061
ORF03062.	ORF03062
ORF03063.	ORF03063
ORF03064.	ORF03064
ORF03065.	ORF03065
ORF03066.	ORF03066
ORF03067.	ORF03067
ORF03068.	ORF03068
ORF03069.	ORF03069
ORF03070.	ORF03070
ORF03071.	ORF03071
ORF03072.	ORF03072
ORF03073.	ORF03073
ORF03074.	ORF03074
ORF03075.	ORF03075
ORF03076.	ORF03076
ORF03077.	ORF03077
ORF03078.	ORF03078	ORF00440
ORF03079.	ORF03079
ORF03080.	ORF03080
ORF03081.	ORF03081	ORF00855
ORF03082.	ORF03082
ORF03083.	ORF03083
ORF03084.	ORF03084
ORF03085.	ORF03085
ORF03086.	ORF03086
ORF03087.	ORF03087
ORF03088.	ORF03088
ORF03089.	ORF03089
ORF03090.	ORF03090
ORF03091.	ORF03091
ORF03092.	ORF03092
ORF03093.	ORF03093
ORF03094.	ORF03094
ORF03095.	ORF03095
ORF03096.	ORF03096
ORF03097.	ORF03097
ORF03098.	ORF03098
ORF03099.	ORF03099
ORF03100.	ORF03100
ORF03101.	ORF03101
ORF03102.	ORF03102
ORF03103.	ORF03103
ORF03104.	ORF03104
ORF03105.	ORF03105
ORF03106.	ORF03106
ORF03107.	ORF03107
ORF03108.	ORF03108
ORF03109.	ORF03109
ORF03110.	ORF03110
ORF03111.	ORF03111
ORF03112.	ORF03112
ORF03113.	ORF03113
ORF03114.	ORF03114
ORF03115.	ORF03115
ORF03116.	ORF03116
ORF03117.	ORF03117
ORF03118.	ORF03118
ORF03119.	ORF03119
ORF03120.	ORF03120
ORF03121.	ORF03121
ORF03122.	ORF03122
ORF03123.	ORF03123
ORF03124.	ORF03124	ORF00245
ORF03125.	ORF03125
ORF03126.	ORF03126
ORF03127.	ORF03127
ORF03128.	ORF03128
ORF03129.	ORF03129
ORF03130.	ORF03130
ORF03131.	ORF03131
ORF03132.	ORF03132
ORF03134.	ORF03134
ORF03135.	ORF03135
ORF03136.	ORF03136
ORF03137.	ORF03137
ORF03138.	ORF03138
ORF03139.	ORF03139
ORF03140.	ORF03140
ORF03141.	ORF03141
ORF03142.	ORF03142
ORF03143.	ORF03143
ORF03144.	ORF03144
ORF03145.	ORF03145
ORF03146.	ORF03146
ORF03147.	ORF03147
ORF03148.	ORF03148
ORF03149.	ORF03149
ORF03150.	ORF03150
ORF03151.	ORF03151
ORF03152.	ORF03152
ORF03153.	ORF03153
ORF03154.	ORF03154
ORF03155.	ORF03155
ORF03156.	ORF03156
ORF03157.	ORF03157
ORF03158.	ORF03158
ORF03159.	ORF03159
ORF03160.	ORF03160
ORF03161.	ORF03161
ORF03162.	ORF03162
ORF03163.	ORF03163
ORF03164.	ORF03164
ORF03165.	ORF03165
ORF03166.	ORF03166	ORF03877
ORF03167.	ORF03167
ORF03168.	ORF03168
ORF03169.	ORF03169
ORF03170.	ORF03170
ORF03171.	ORF03171
ORF03172.	ORF03172
ORF03173.	ORF03173
ORF03174.	ORF03174
ORF03175.	ORF03175
ORF03176.	ORF03176
ORF03177.	ORF03177
ORF03178.	ORF03178
ORF03179.	ORF03179
ORF03180.	ORF03180
ORF03181.	ORF03181
ORF03182.	ORF03182
ORF03183.	ORF03183
ORF03184.	ORF03184
ORF03185.	ORF03185
ORF03186.	ORF03186
ORF03187.	ORF03187
ORF03188.	ORF03188
ORF03189.	ORF03189	ORF00589
ORF03190.	ORF03190
ORF03191.	ORF03191
ORF03192.	ORF03192
ORF03193.	ORF03193
ORF03194.	ORF03194
ORF03195.	ORF03195
ORF03196.	ORF03196
ORF03197.	ORF03197
ORF03198.	ORF03198
ORF03199.	ORF03199
ORF03200.	ORF03200
ORF03201.	ORF03201
ORF03203.	ORF03203
ORF03204.	ORF03204
ORF03205.	ORF03205
ORF03206.	ORF03206	ORF02529
ORF03207.	ORF03207
ORF03208.	ORF03208
ORF03209.	ORF03209
ORF03210.	ORF03210
ORF03211.	ORF03211
ORF03212.	ORF03212
ORF03213.	ORF03213
ORF03214.	ORF03214
ORF03215.	ORF03215
ORF03216.	ORF03216
ORF03217.	ORF03217	ORF02949
ORF03218.	ORF03218
ORF03219.	ORF03219
ORF03220.	ORF03220
ORF03221.	ORF03221
ORF03222.	ORF03222
ORF03223.	ORF03223
ORF03224.	ORF03224
ORF03225.	ORF03225
ORF03226.	ORF03226
ORF03227.	ORF03227
ORF03228.	ORF03228
ORF03229.	ORF03229
ORF03230.	ORF03230
ORF03231.	ORF03231
ORF03232.	ORF03232
ORF03233.	ORF03233
ORF03234.	ORF03234
ORF03235.	ORF03235
ORF03236.	ORF03236	ORF03237
ORF03237.	ORF03237	ORF03236
ORF03238.	ORF03238
ORF03239.	ORF03239
ORF03240.	ORF03240
ORF03241.	ORF03241
ORF03242.	ORF03242
ORF03243.	ORF03243
ORF03244.	ORF03244
ORF03245.	ORF03245
ORF03246.	ORF03246
ORF03247.	ORF03247	ORF02703
ORF03248.	ORF03248
ORF03249.	ORF03249
ORF03250.	ORF03250
ORF03251.	ORF03251
ORF03252.	ORF03252
ORF03253.	ORF03253
ORF03254.	ORF03254
ORF03255.	ORF03255
ORF03256.	ORF03256
ORF03257.	ORF03257
ORF03258.	ORF03258
ORF03259.	ORF03259
ORF03260.	ORF03260
ORF03261.	ORF03261
ORF03262.	ORF03262
ORF03263.	ORF03263
ORF03264.	ORF03264
ORF03265.	ORF03265
ORF03266.	ORF03266
ORF03267.	ORF03267
ORF03268.	ORF03268
ORF03269.	ORF03269
ORF03270.	ORF03270
ORF03271.	ORF03271
ORF03272.	ORF03272
ORF03273.	ORF03273
ORF03274.	ORF03274
ORF03275.	ORF03275
ORF03276.	ORF03276
ORF03277.	ORF03277
ORF03278.	ORF03278
ORF03279.	ORF03279
ORF03280.	ORF03280
ORF03281.	ORF03281
ORF03282.	ORF03282
ORF03283.	ORF03283
ORF03284.	ORF03284
ORF03285.	ORF03285
ORF03286.	ORF03286
ORF03287.	ORF03287
ORF03288.	ORF03288
ORF03289.	ORF03289
ORF03290.	ORF03290
ORF03291.	ORF03291
ORF03292.	ORF03292
ORF03293.	ORF03293
ORF03294.	ORF03294
ORF03295.	ORF03295
ORF03296.	ORF03296
ORF03297.	ORF03297
ORF03298.	ORF03298
ORF03299.	ORF03299
ORF03300.	ORF03300	ORF04037
ORF03301.	ORF03301
ORF03302.	ORF03302
ORF03303.	ORF03303
ORF03304.	ORF03304
ORF03305.	ORF03305
ORF03306.	ORF03306
ORF03307.	ORF03307
ORF03308.	ORF03308
ORF03309.	ORF03309
ORF03310.	ORF03310
ORF03311.	ORF03311
ORF03312.	ORF03312
ORF03313.	ORF03313
ORF03314.	ORF03314
ORF03315.	ORF03315
ORF03316.	ORF03316
ORF03317.	ORF03317
ORF03318.	ORF03318
ORF03319.	ORF03319
ORF03320.	ORF03320
ORF03321.	ORF03321
ORF03322.	ORF03322
ORF03323.	ORF03323
ORF03324.	ORF03324
ORF03325.	ORF03325
ORF03326.	ORF03326
ORF03327.	ORF03327
ORF03328.	ORF03328
ORF03329.	ORF03329
ORF03330.	ORF03330
ORF03331.	ORF03331	ORF01776
ORF03332.	ORF03332
ORF03333.	ORF03333
ORF03334.	ORF03334
ORF03335.	ORF03335
ORF03336.	ORF03336
ORF03337.	ORF03337
ORF03338.	ORF03338
ORF03339.	ORF03339
ORF03340.	ORF03340
ORF03341.	ORF03341
ORF03342.	ORF03342
ORF03343.	ORF03343
ORF03344.	ORF03344
ORF03345.	ORF03345
ORF03346.	ORF03346
ORF03347.	ORF03347
ORF03348.	ORF03348	ORF03347
ORF03349.	ORF03349
ORF03350.	ORF03350
ORF03351.	ORF03351
ORF03352.	ORF03352
ORF03353.	ORF03353
ORF03354.	ORF03354
ORF03355.	ORF03355	ORF02836
ORF03356.	ORF03356
ORF03357.	ORF03357
ORF03358.	ORF03358
ORF03359.	ORF03359
ORF03360.	ORF03360
ORF03361.	ORF03361
ORF03362.	ORF03362	ORF01567
ORF03363.	ORF03363
ORF03364.	ORF03364
ORF03365.	ORF03365
ORF03366.	ORF03366
ORF03367.	ORF03367
ORF03368.	ORF03368
ORF03369.	ORF03369
ORF03370.	ORF03370
ORF03371.	ORF03371
ORF03372.	ORF03372
ORF03373.	ORF03373
ORF03374.	ORF03374
ORF03375.	ORF03375
ORF03376.	ORF03376
ORF03377.	ORF03377
ORF03378.	ORF03378
ORF03379.	ORF03379
ORF03380.	ORF03380
ORF03381.	ORF03381
ORF03382.	ORF03382
ORF03383.	ORF03383
ORF03384.	ORF03384
ORF03385.	ORF03385
ORF03386.	ORF03386
ORF03387.	ORF03387
ORF03388.	ORF03388
ORF03389.	ORF03389
ORF03390.	ORF03390
ORF03391.	ORF03391
ORF03392.	ORF03392
ORF03393.	ORF03393
ORF03394.	ORF03394
ORF03395.	ORF03395
ORF03396.	ORF03396	ORF03395
ORF03397.	ORF03397
ORF03398.	ORF03398
ORF03399.	ORF03399
ORF03400.	ORF03400
ORF03401.	ORF03401
ORF03402.	ORF03402
ORF03403.	ORF03403
ORF03404.	ORF03404
ORF03405.	ORF03405
ORF03406.	ORF03406
ORF03407.	ORF03407
ORF03408.	ORF03408
ORF03409.	ORF03409
ORF03410.	ORF03410
ORF03411.	ORF03411
ORF03412.	ORF03412
ORF03413.	ORF03413
ORF03414.	ORF03414
ORF03415.	ORF03415
ORF03416.	ORF03416
ORF03417.	ORF03417
ORF03418.	ORF03418
ORF03419.	ORF03419
ORF03420.	ORF03420
ORF03421.	ORF03421
ORF03422.	ORF03422
ORF03423.	ORF03423
ORF03424.	ORF03424
ORF03425.	ORF03425
ORF03426.	ORF03426
ORF03427.	ORF03427
ORF03428.	ORF03428
ORF03429.	ORF03429
ORF03430.	ORF03430
ORF03431.	ORF03431
ORF03432.	ORF03432
ORF03433.	ORF03433
ORF03434.	ORF03434
ORF03435.	ORF03435
ORF03436.	ORF03436
ORF03437.	ORF03437
ORF03438.	ORF03438
ORF03439.	ORF03439
ORF03440.	ORF03440
ORF03441.	ORF03441
ORF03442.	ORF03442
ORF03443.	ORF03443
ORF03444.	ORF03444
ORF03445.	ORF03445
ORF03446.	ORF03446
ORF03447.	ORF03447
ORF03448.	ORF03448
ORF03449.	ORF03449
ORF03450.	ORF03450
ORF03451.	ORF03451
ORF03452.	ORF03452
ORF03453.	ORF03453
ORF03454.	ORF03454
ORF03455.	ORF03455
ORF03456.	ORF03456
ORF03457.	ORF03457
ORF03458.	ORF03458
ORF03459.	ORF03459
ORF03460.	ORF03460
ORF03461.	ORF03461
ORF03462.	ORF03462
ORF03463.	ORF03463
ORF03464.	ORF03464
ORF03465.	ORF03465
ORF03466.	ORF03466
ORF03467.	ORF03467
ORF03468.	ORF03468
ORF03469.	ORF03469
ORF03470.	ORF03470
ORF03471.	ORF03471
ORF03472.	ORF03472
ORF03473.	ORF03473
ORF03474.	ORF03474
ORF03475.	ORF03475
ORF03476.	ORF03476
ORF03477.	ORF03477
ORF03478.	ORF03478
ORF03479.	ORF03479
ORF03480.	ORF03480
ORF03481.	ORF03481
ORF03482.	ORF03482
ORF03483.	ORF03483
ORF03484.	ORF03484
ORF03485.	ORF03485
ORF03486.	ORF03486
ORF03487.	ORF03487
ORF03488.	ORF03488
ORF03489.	ORF03489
ORF03490.	ORF03490
ORF03491.	ORF03491
ORF03492.	ORF03492
ORF03493.	ORF03493
ORF03494.	ORF03494
ORF03495.	ORF03495
ORF03496.	ORF03496
ORF03497.	ORF03497
ORF03498.	ORF03498
ORF03499.	ORF03499
ORF03500.	ORF03500
ORF03501.	ORF03501
ORF03502.	ORF03502
ORF03503.	ORF03503
ORF03504.	ORF03504
ORF03505.	ORF03505
ORF03506.	ORF03506
ORF03507.	ORF03507
ORF03508.	ORF03508
ORF03509.	ORF03509
ORF03510.	ORF03510
ORF03511.	ORF03511
ORF03512.	ORF03512
ORF03513.	ORF03513
ORF03514.	ORF03514
ORF03515.	ORF03515
ORF03516.	ORF03516
ORF03517.	ORF03517
ORF03518.	ORF03518
ORF03519.	ORF03519
ORF03520.	ORF03521	ORF03520
ORF03521.	ORF03521	ORF03520
ORF03522.	ORF03522
ORF03523.	ORF03523
ORF03524.	ORF03524
ORF03526.	ORF03526
ORF03527.	ORF03527
ORF03528.	ORF03528
ORF03529.	ORF03529
ORF03530.	ORF03530
ORF03531.	ORF03531
ORF03532.	ORF03532
ORF03533.	ORF03533
ORF03534.	ORF03534
ORF03535.	ORF03535
ORF03536.	ORF03536
ORF03537.	ORF03537
ORF03538.	ORF03538
ORF03540.	ORF03540
ORF03541.	ORF03541
ORF03542.	ORF03542
ORF03543.	ORF03543
ORF03544.	ORF03544
ORF03545.	ORF03545
ORF03546.	ORF03547	ORF03546
ORF03547.	ORF03547
ORF03548.	ORF03548
ORF03549.	ORF03549
ORF03550.	ORF03550
ORF03551.	ORF03551
ORF03552.	ORF03552
ORF03553.	ORF03553
ORF03554.	ORF03554
ORF03555.	ORF03555
ORF03556.	ORF03556
ORF03557.	ORF03557
ORF03558.	ORF03558
ORF03559.	ORF03559
ORF03560.	ORF03560
ORF03561.	ORF03561
ORF03562.	ORF03562
ORF03563.	ORF03563
ORF03564.	ORF03564
ORF03565.	ORF03565
ORF03566.	ORF03566
ORF03567.	ORF03567
ORF03568.	ORF03568
ORF03569.	ORF03569
ORF03570.	ORF03570
ORF03571.	ORF03571
ORF03572.	ORF03572
ORF03573.	ORF03573
ORF03574.	ORF03574
ORF03575.	ORF03575	ORF00771
ORF03576.	ORF03576
ORF03577.	ORF03577
ORF03578.	ORF03578
ORF03579.	ORF03579
ORF03580.	ORF03580
ORF03581.	ORF03581
ORF03582.	ORF03582
ORF03583.	ORF03583
ORF03584.	ORF03584	ORF03585
ORF03585.	ORF03585
ORF03586.	ORF03586
ORF03587.	ORF03587
ORF03588.	ORF03588
ORF03589.	ORF03589
ORF03590.	ORF03590
ORF03591.	ORF03591
ORF03592.	ORF03592
ORF03593.	ORF03593
ORF03594.	ORF03594
ORF03595.	ORF03595	ORF03062
ORF03596.	ORF03596
ORF03597.	ORF03597
ORF03598.	ORF03598
ORF03599.	ORF03599
ORF03600.	ORF03600
ORF03601.	ORF03601
ORF03602.	ORF03602
ORF03603.	ORF03603
ORF03604.	ORF03604
ORF03605.	ORF03605
ORF03606.	ORF03606
ORF03607.	ORF03607
ORF03608.	ORF03608
ORF03609.	ORF03609
ORF03610.	ORF03610
ORF03611.	ORF03611
ORF03612.	ORF03612
ORF03613.	ORF03613
ORF03614.	ORF03614
ORF03615.	ORF03615
ORF03616.	ORF03616
ORF03617.	ORF03617
ORF03621.	ORF03621
ORF03622.	ORF03622
ORF03623.	ORF03623
ORF03624.	ORF03624
ORF03625.	ORF03625
ORF03626.	ORF03626
ORF03627.	ORF03627
ORF03628.	ORF03628
ORF03629.	ORF03629
ORF03630.	ORF03630
ORF03631.	ORF03631
ORF03632.	ORF03632
ORF03633.	ORF03633
ORF03634.	ORF03634
ORF03635.	ORF03635
ORF03636.	ORF03636
ORF03637.	ORF03637
ORF03638.	ORF03638
ORF03639.	ORF03639
ORF03640.	ORF03640
ORF03641.	ORF03641
ORF03642.	ORF03642
ORF03643.	ORF03643
ORF03644.	ORF03644
ORF03645.	ORF03645
ORF03646.	ORF03646
ORF03647.	ORF03647
ORF03648.	ORF03648
ORF03649.	ORF03649
ORF03650.	ORF03650
ORF03651.	ORF03651
ORF03652.	ORF03652
ORF03653.	ORF03653
ORF03654.	ORF03654
ORF03655.	ORF03655
ORF03656.	ORF03656
ORF03657.	ORF03657
ORF03658.	ORF03658
ORF03659.	ORF03659
ORF03660.	ORF03660	ORF03661
ORF03661.	ORF03661
ORF03662.	ORF03662
ORF03663.	ORF03663
ORF03664.	ORF03664
ORF03665.	ORF03665
ORF03666.	ORF03666
ORF03667.	ORF03667
ORF03668.	ORF03668
ORF03669.	ORF03669
ORF03670.	ORF03670
ORF03671.	ORF03671
ORF03672.	ORF03672
ORF03673.	ORF03673
ORF03674.	ORF03674
ORF03675.	ORF03675
ORF03676.	ORF03676
ORF03677.	ORF03677
ORF03678.	ORF03678
ORF03679.	ORF03679
ORF03680.	ORF03680
ORF03681.	ORF03681
ORF03682.	ORF03682
ORF03683.	ORF03683
ORF03684.	ORF03684
ORF03685.	ORF03685
ORF03686.	ORF03686
ORF03687.	ORF03687
ORF03688.	ORF03688
ORF03689.	ORF03689
ORF03690.	ORF03690
ORF03691.	ORF03691
ORF03692.	ORF03692
ORF03693.	ORF03693
ORF03694.	ORF03694
ORF03695.	ORF03695
ORF03696.	ORF03696
ORF03697.	ORF03697
ORF03698.	ORF03698
ORF03699.	ORF03699
ORF03700.	ORF03700
ORF03701.	ORF03701	ORF04039
ORF03702.	ORF03702
ORF03703.	ORF03703
ORF03704.	ORF03704
ORF03705.	ORF03705
ORF03706.	ORF03706
ORF03707.	ORF03707
ORF03708.	ORF03708
ORF03709.	ORF03709
ORF03710.	ORF03710
ORF03711.	ORF03711
ORF03712.	ORF03712
ORF03713.	ORF03713
ORF03714.	ORF03714
ORF03715.	ORF03715	ORF00695
ORF03716.	ORF03716
ORF03717.	ORF03717
ORF03718.	ORF03718
ORF03719.	ORF03719
ORF03720.	ORF03720
ORF03721.	ORF03721
ORF03722.	ORF03722
ORF03723.	ORF03723
ORF03724.	ORF03724
ORF03725.	ORF03725
ORF03726.	ORF03726	ORF01437
ORF03727.	ORF03727
ORF03728.	ORF03728
ORF03729.	ORF03729
ORF03730.	ORF03730
ORF03731.	ORF03731
ORF03732.	ORF03732
ORF03733.	ORF03733
ORF03734.	ORF03734
ORF03735.	ORF03735
ORF03736.	ORF03736
ORF03737.	ORF03737
ORF03738.	ORF03738
ORF03739.	ORF03739
ORF03740.	ORF03740
ORF03741.	ORF03741
ORF03742.	ORF03742
ORF03743.	ORF03743
ORF03744.	ORF03744
ORF03745.	ORF03745
ORF03746.	ORF03746
ORF03747.	ORF03747
ORF03748.	ORF03748
ORF03749.	ORF03749
ORF03750.	ORF03750
ORF03751.	ORF03751
ORF03752.	ORF03752
ORF03753.	ORF03753
ORF03754.	ORF03754
ORF03755.	ORF03755
ORF03756.	ORF03756
ORF03757.	ORF03757
ORF03758.	ORF03758
ORF03759.	ORF03759
ORF03760.	ORF03760
ORF03761.	ORF03761
ORF03762.	ORF03762
ORF03763.	ORF03763
ORF03764.	ORF03764
ORF03765.	ORF03765
ORF03766.	ORF03766
ORF03767.	ORF03767
ORF03768.	ORF03768
ORF03769.	ORF03769
ORF03770.	ORF03770
ORF03771.	ORF03771
ORF03772.	ORF03772
ORF03773.	ORF03773
ORF03774.	ORF03774
ORF03775.	ORF03775
ORF03776.	ORF03776	ORF03778
ORF03777.	ORF03777
ORF03778.	ORF03778	ORF03776
ORF03779.	ORF03779
ORF03780.	ORF03780
ORF03781.	ORF03781
ORF03782.	ORF03782
ORF03783.	ORF03783
ORF03784.	ORF03784
ORF03785.	ORF03785
ORF03786.	ORF03786
ORF03787.	ORF03787
ORF03788.	ORF03788
ORF03789.	ORF03789
ORF03790.	ORF03790
ORF03791.	ORF03791
ORF03792.	ORF03792
ORF03793.	ORF03793
ORF03794.	ORF03794
ORF03795.	ORF03795
ORF03796.	ORF03796
ORF03797.	ORF03797
ORF03798.	ORF03798
ORF03799.	ORF03799
ORF03800.	ORF03800
ORF03801.	ORF03801
ORF03802.	ORF03802
ORF03803.	ORF03803
ORF03804.	ORF03804
ORF03805.	ORF03805
ORF03806.	ORF03806
ORF03807.	ORF03807	ORF03808
ORF03808.	ORF03808
ORF03809.	ORF03809
ORF03810.	ORF03810
ORF03811.	ORF03811
ORF03812.	ORF03812
ORF03813.	ORF03813
ORF03814.	ORF03814
ORF03815.	ORF03815
ORF03816.	ORF03816
ORF03817.	ORF03817
ORF03818.	ORF03818
ORF03819.	ORF03819
ORF03820.	ORF03820
ORF03821.	ORF03821
ORF03822.	ORF03822	ORF02093
ORF03823.	ORF03823
ORF03824.	ORF03824
ORF03825.	ORF03825
ORF03826.	ORF03826
ORF03827.	ORF03827
ORF03828.	ORF03828
ORF03829.	ORF03829
ORF03830.	ORF03830
ORF03831.	ORF03831
ORF03832.	ORF03832
ORF03833.	ORF03833
ORF03834.	ORF03834
ORF03835.	ORF03835
ORF03836.	ORF03836
ORF03837.	ORF03837
ORF03838.	ORF03838
ORF03839.	ORF03839
ORF03840.	ORF03840
ORF03841.	ORF03841
ORF03842.	ORF03842
ORF03843.	ORF03843
ORF03845.	ORF03845
ORF03846.	ORF03846
ORF03847.	ORF03847
ORF03848.	ORF03848
ORF03849.	ORF03849
ORF03850.	ORF03850
ORF03851.	ORF03851
ORF03852.	ORF03852	ORF03853
ORF03853.	ORF03853
ORF03854.	ORF03854
ORF03855.	ORF03855
ORF03856.	ORF03856
ORF03857.	ORF03857
ORF03858.	ORF03858
ORF03859.	ORF03859
ORF03860.	ORF03860
ORF03861.	ORF03861
ORF03862.	ORF03862
ORF03863.	ORF03863
ORF03864.	ORF03864
ORF03865.	ORF03865
ORF03866.	ORF03866	ORF03865
ORF03867.	ORF03867
ORF03868.	ORF03868
ORF03869.	ORF03869
ORF03870.	ORF03870
ORF03871.	ORF03871
ORF03872.	ORF03872
ORF03873.	ORF03873
ORF03874.	ORF03874
ORF03875.	ORF03875
ORF03876.	ORF03876
ORF03877.	ORF03877
ORF03878.	ORF03878
ORF03879.	ORF03879
ORF03880.	ORF03880
ORF03881.	ORF03881
ORF03882.	ORF03882
ORF03883.	ORF03883
ORF03884.	ORF03884
ORF03885.	ORF03885
ORF03886.	ORF03886
ORF03887.	ORF03887
ORF03888.	ORF03888
ORF03889.	ORF03889
ORF03890.	ORF03890
ORF03891.	ORF03891
ORF03892.	ORF03892
ORF03893.	ORF03893
ORF03894.	ORF03894
ORF03895.	ORF03895
ORF03896.	ORF03896
ORF03897.	ORF03897
ORF03898.	ORF03898
ORF03899.	ORF03899
ORF03900.	ORF03900
ORF03901.	ORF03901
ORF03902.	ORF03902
ORF03903.	ORF03903
ORF03904.	ORF03904	ORF00458
ORF03905.	ORF03905
ORF03906.	ORF03906
ORF03907.	ORF03907
ORF03908.	ORF03908
ORF03909.	ORF03909
ORF03910.	ORF03910
ORF03911.	ORF03911
ORF03912.	ORF03912
ORF03913.	ORF03913
ORF03914.	ORF03914
ORF03915.	ORF03915
ORF03916.	ORF03916
ORF03917.	ORF03917
ORF03918.	ORF03918
ORF03919.	ORF03919
ORF03920.	ORF03920
ORF03921.	ORF03921
ORF03922.	ORF03922
ORF03923.	ORF03923
ORF03924.	ORF03924
ORF03925.	ORF03925
ORF03926.	ORF03926
ORF03927.	ORF03927
ORF03928.	ORF03928
ORF03929.	ORF03929
ORF03930.	ORF03930
ORF03931.	ORF03931
ORF03932.	ORF03932
ORF03933.	ORF03933
ORF03934.	ORF03934
ORF03935.	ORF03935
ORF03936.	ORF03936
ORF03937.	ORF03937
ORF03938.	ORF03938
ORF03939.	ORF03939
ORF03940.	ORF03940
ORF03941.	ORF03941
ORF03942.	ORF03942
ORF03943.	ORF03943
ORF03944.	ORF03944
ORF03945.	ORF03945
ORF03946.	ORF03946
ORF03947.	ORF03947
ORF03948.	ORF03948
ORF03949.	ORF03949
ORF03950.	ORF03950
ORF03951.	ORF03951
ORF03952.	ORF03952
ORF03953.	ORF03953
ORF03954.	ORF03954
ORF03955.	ORF03955
ORF03956.	ORF03956
ORF03957.	ORF03957
ORF03958.	ORF03958
ORF03959.	ORF03959
ORF03960.	ORF03960
ORF03961.	ORF03961
ORF03962.	ORF03962
ORF03963.	ORF03963
ORF03964.	ORF03964
ORF03965.	ORF03965
ORF03966.	ORF03966
ORF03967.	ORF03967
ORF03968.	ORF03968
ORF03969.	ORF03969
ORF03970.	ORF03970
ORF03971.	ORF03971
ORF03972.	ORF03972
ORF03973.	ORF03973
ORF03974.	ORF03975	ORF03974
ORF03975.	ORF03975
ORF03976.	ORF03976
ORF03977.	ORF03977
ORF03978.	ORF03978
ORF03979.	ORF03979
ORF03980.	ORF03980
ORF03981.	ORF03981
ORF03982.	ORF03982
ORF03983.	ORF03983
ORF03984.	ORF03984
ORF03985.	ORF03985
ORF03986.	ORF03986
ORF03987.	ORF03987
ORF03988.	ORF03988
ORF03989.	ORF03989
ORF03990.	ORF03990
ORF03991.	ORF03991	ORF04064	ORF02799
ORF03992.	ORF03992
ORF03993.	ORF03993
ORF03994.	ORF03994
ORF03995.	ORF03995
ORF03996.	ORF03996
ORF03997.	ORF03997
ORF03998.	ORF03998
ORF03999.	ORF03999
ORF04000.	ORF04000
ORF04001.	ORF04001
ORF04002.	ORF04002
ORF04003.	ORF04003
ORF04004.	ORF04004
ORF04005.	ORF04005
ORF04006.	ORF04006
ORF04007.	ORF04007
ORF04008.	ORF04008
ORF04009.	ORF04009
ORF04010.	ORF04010
ORF04011.	ORF04011
ORF04012.	ORF04012
ORF04013.	ORF04013
ORF04014.	ORF04014
ORF04015.	ORF04015
ORF04016.	ORF04016
ORF04017.	ORF04017
ORF04018.	ORF04018
ORF04019.	ORF04019
ORF04020.	ORF04020
ORF04021.	ORF04021
ORF04022.	ORF04022
ORF04023.	ORF04023
ORF04024.	ORF04024
ORF04025.	ORF04025
ORF04026.	ORF04026
ORF04028.	ORF04028
ORF04029.	ORF04029
ORF04030.	ORF04030
ORF04031.	ORF04031
ORF04032.	ORF04032
ORF04033.	ORF04033
ORF04034.	ORF04034
ORF04035.	ORF04035
ORF04036.	ORF04036
ORF04037.	ORF04037
ORF04038.	ORF04038
ORF04039.	ORF04039
ORF04040.	ORF04040
ORF04041.	ORF04041
ORF04042.	ORF04042
ORF04043.	ORF04043
ORF04044.	ORF04044
ORF04045.	ORF04045
